,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore
67,1646773200000,38512.5,42594.06,38388.73,41841.64,66228.18536999999,1646859599999,2740912656.5436516,1543393,34005.886719999995,1406896212.6538393,0
68,1646859600000,41841.64,42141.24,38539.73,39612.11,72023.39255,1646945999999,2865239861.063299,1531616,33814.79702,1344809484.2306786,0
69,1646946000000,39612.11,40236.26,38223.6,38364.9,58580.242900000005,1647032399999,2290769051.931101,1238217,28827.225959999996,1127634749.6944726,0
70,1647032400000,38364.9,39486.71,38364.9,39128.08,25994.65481,1647118799999,1015385949.285931,714652,13013.53873,508321374.2359314,0
71,1647118800000,39128.08,39310.0,38370.0,38683.99,26073.28285,1647205199999,1014413329.4889784,702634,12358.920820000001,480913382.5375607,0
72,1647205200000,38684.0,39299.98,37555.0,38723.35,47807.661439999996,1647291599999,1844641456.1859915,1141087,23455.482060000002,905308812.9866421,0
73,1647291600000,38723.35,39947.12,38098.33,39432.05,49235.18063,1647377999999,1922944788.128418,1121272,24820.88251,970070809.7971978,0
74,1647378000000,39432.05,41718.0,38828.48,41246.0,88177.11228,1647464399999,3547737574.6541567,2049047,44076.674979999996,1774368201.7987652,0
75,1647464400000,41245.99,41478.82,40500.0,40696.52,38379.90283,1647550799999,1570552839.537784,970535,19139.04848,783226406.4124557,0
76,1647550800000,40696.53,42325.02,40135.04,41720.01,45201.987649999995,1647637199999,1851012519.959666,1046570,22355.102100000004,915908405.6709847,0
77,1647637200000,41720.0,42400.0,41499.29,42191.28,28927.97984,1647723599999,1209940956.147154,796010,14380.97378,601584333.9844623,0
78,1647723600000,42191.28,42359.15,40911.0,41283.14,30825.443909999995,1647809999999,1283663940.8528447,821506,14682.40254,611519210.0715325,0
79,1647810000000,41283.15,41544.22,40467.94,41120.01,39090.70988,1647896399999,1605236654.9332027,955416,18959.6501,778554197.7763526,0
80,1647896400000,41120.0,43361.0,40875.51,42588.59,59729.651040000004,1647982799999,2532519043.3645296,1348523,30313.81517,1285033718.1647906,0
81,1647982800000,42588.58,42872.17,41751.47,42349.72,40149.671180000005,1648069199999,1696675045.5366426,908070,19590.02404,827847595.8083328,0
82,1648069200000,42349.72,44220.89,42250.8,43869.99,57201.01859,1648155599999,2474938012.547407,1223429,28652.00184,1239589285.9015927,0
83,1648155600000,43869.99,45094.14,43579.0,44550.51,55101.27763,1648241999999,2441423806.481473,1144643,28246.483030000003,1251735952.5450044,0
84,1648242000000,44550.5,44792.99,44071.97,44571.92,23205.16895,1648328399999,1029962593.9966589,685808,11486.68374,509887304.4177427,0
85,1648328400000,44571.93,46616.14,44255.0,46115.8,31463.289610000003,1648414799999,1416879688.660705,934903,16477.08205,742848146.7522061,0
86,1648414800000,46115.79,48189.84,45838.15,47934.68,65655.1547,1648501199999,3096664323.467628,1600916,32612.62316,1538296851.3200142,0
87,1648501200000,47934.69,48096.47,46885.44,47477.84,38812.05189,1648587599999,1846134027.6735306,1145103,19058.77299,906665463.1608953,0
88,1648587600000,47477.85,47700.22,46445.42,47258.88,40383.91941,1648673999999,1906549516.380168,1097703,20291.72392,957918522.4763966,0
89,1648674000000,47258.89,47600.0,45500.0,45745.46,48513.49235,1648760399999,2263393203.287221,1286175,23224.87791,1083784479.899383,0
90,1648760400000,45745.45,46720.09,44200.0,46145.38,58628.42497000001,1648846799999,2662341790.059944,1393774,29031.91796,1318711558.2194784,0
91,1648846800000,46145.37,47213.0,45620.0,46181.06,36821.50288,1648933199999,1710572845.3586447,1054098,18495.66183,859340305.4138964,0
92,1648933200000,46181.06,46770.65,45530.92,46365.02,26509.41264,1649019599999,1226328982.559701,841505,13131.5668,607520741.1518555,0
93,1649019600000,46365.01,47444.11,45153.63,46297.83,30769.614670000003,1649105999999,1424129391.4587636,861473,15199.59244,703641725.5163965,0
94,1649106000000,46307.51,47176.48,45538.54,45701.89,6037.7623,1649192399999,279675247.8316771,184125,2801.5209800000002,129841944.1873568,0
95,1649192400000,45877.97,46050.22,43300.0,43884.05,10328.30911,1649278799999,460027958.02886075,278409,5013.924999999999,223304635.55645573,0
96,1649278800000,43877.45,43996.3,42755.0,43567.35,9065.26799,1649365199999,394464890.6036617,259542,4658.88555,202733888.9157826,0
